"duree","historique","objet","montant","epargne","anciennete_emploi","taux_endettement","statut","autres_debiteurs","domicile","biens","age","credit_exterieur","logement","emploi","nombre_personnes","telephone","cible","compte","nombre_credit","travailleur_etranger"
10,"credits deja rembourses jusqu'a maintenant","appareils menagers",2315,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","immobilier",52,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","business",1412,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","garant","compris entre 1 et 4 ans","immobilier",29,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","radio / television",1295,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","inferieur a 1 an","assurance-vie",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
36,"credits deja rembourses jusqu'a maintenant","vacances",12612,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",47,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",2249,"comprise entre 100 et 500 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",30,"aucun credit","proprietaire","cadres","2 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
12,"aucun credit pris /tous les credits ont ete rembourses","education",1108,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","immobilier",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",618,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",56,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",1409,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","immobilier",54,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",797,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","assurance-vie",33,"banque ","proprietaire","non qualifie","2 personne","sans telephone","credit avec impaye","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","radio / television",3617,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","co-demandeur","superieur a 7 ans","inconnu / pas de propriete",20,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1318,"superieur a 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",54,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
54,"aucun credit pris /tous les credits ont ete rembourses","business",15945,"inferieur a 100 ","inferieur a 1 an","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",58,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","vacances",2012,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",61,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","business",2622,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",34,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",2337,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","immobilier",36,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
20,"retard dans le paiement dans le passe","voiture (utilise)",7057,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","assurance-vie",36,"banque ","locataire","cadres","2 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1469,"comprise entre 100 et 500 ","superieur a 7 ans","superieur a 35%","homme: marie/veuf","aucun","superieur a 7 ans","immobilier",41,"aucun credit","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","appareils menagers",2323,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","voiture ou autre",24,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
6,"retard dans le paiement dans le passe","appareils menagers",932,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","immobilier",24,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
9,"compte critique /autres credits existants (pas dans cette banque)","radio / television",1919,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",35,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (utilise)",2445,"compte d'epargne inconnu / non","inferieur a 1 an","compris entre 20% et 25%","homme: marie/veuf","aucun","superieur a 7 ans","voiture ou autre",26,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","mobilier / equipement",11938,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","celibataire","co-demandeur","compris entre 4 et 7 ans","voiture ou autre",39,"aucun credit","proprietaire","cadres","2 personne","avec telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
18,"tous les credits de cette banque ont ete rembourses","voiture (nouveau)",6458,"inferieur a 100 ","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",39,"banque ","proprietaire","cadres","2 personne","avec telephone","credit avec impaye","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",6078,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",32,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",7721,"compte d'epargne inconnu / non","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","assurance-vie",30,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","inferieur a 0 ","1 credit","non"
14,"credits deja rembourses jusqu'a maintenant","business",1410,"comprise entre 500 et 1000 ","superieur a 7 ans","inferieur a 20%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","immobilier",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
6,"retard dans le paiement dans le passe","business",1449,"comprise entre 100 et 500 ","superieur a 7 ans","inferieur a 20%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","voiture ou autre",31,"banque ","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
15,"credits deja rembourses jusqu'a maintenant","vacances",392,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","assurance-vie",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",6260,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 25% et 35%","celibataire","aucun","compris entre 4 et 7 ans","immobilier",28,"aucun credit","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
36,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",7855,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","immobilier",25,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",1680,"comprise entre 500 et 1000 ","superieur a 7 ans","compris entre 25% et 35%","homme: marie/veuf","aucun","inferieur a 1 an","immobilier",35,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
48,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",3578,"compte d'epargne inconnu / non","superieur a 7 ans","superieur a 35%","celibataire","aucun","inferieur a 1 an","immobilier",47,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
42,"credits deja rembourses jusqu'a maintenant","appareils menagers",7174,"compte d'epargne inconnu / non","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 4 et 7 ans","voiture ou autre",30,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
10,"compte critique /autres credits existants (pas dans cette banque)","radio / television",2132,"compte d'epargne inconnu / non","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","co-demandeur","compris entre 4 et 7 ans","immobilier",27,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","2 credits","non"
33,"compte critique /autres credits existants (pas dans cette banque)","radio / television",4281,"comprise entre 500 et 1000 ","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",23,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","voiture (nouveau)",2366,"comprise entre 500 et 1000 ","compris entre 4 et 7 ans","compris entre 25% et 35%","homme:divorce/separe","aucun","compris entre 4 et 7 ans","voiture ou autre",36,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
21,"credits deja rembourses jusqu'a maintenant","appareils menagers",1835,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 25% et 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","immobilier",25,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
