duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,cible,compte,nombre_credit,travailleur_etranger
18,compte critique /autres credits existants (pas dans cette banque),radio / television,1295.0,inferieur a 100,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,assurance-vie,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
36,credits deja rembourses jusqu'a maintenant,vacances,7870.5,comprise entre 100 et 500,compris entre 1 et 4 ans,inferieur a 20%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,47.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,2 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),2249.0,comprise entre 100 et 500,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,30.0,aucun credit,proprietaire,cadres,2 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
12,aucun credit pris /tous les credits ont ete rembourses,education,1108.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,immobilier,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,618.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,56.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),1409.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,immobilier,54.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),appareils menagers,797.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,assurance-vie,33.0,banque,proprietaire,non qualifie,2 personne,sans telephone,credit avec impaye,pas de compte courant,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),radio / television,3617.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,co-demandeur,superieur a 7 ans,inconnu / pas de propriete,20.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1318.0,superieur a 1000,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,54.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
42,aucun credit pris /tous les credits ont ete rembourses,business,7870.5,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,58.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),vacances,2012.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,61.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,business,2622.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,34.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2337.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
20,retard dans le paiement dans le passe,voiture (utilise),7057.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,36.0,banque,locataire,cadres,2 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
24,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1469.0,comprise entre 100 et 500,superieur a 7 ans,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,41.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,appareils menagers,2323.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,24.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
6,retard dans le paiement dans le passe,appareils menagers,932.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
9,compte critique /autres credits existants (pas dans cette banque),radio / television,1919.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,35.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (utilise),2445.0,compte d'epargne inconnu / non,inferieur a 1 an,compris entre 20% et 25%,homme: marie/veuf,aucun,superieur a 7 ans,voiture ou autre,26.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
24,compte critique /autres credits existants (pas dans cette banque),mobilier / equipement,7870.5,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,co-demandeur,compris entre 4 et 7 ans,voiture ou autre,39.0,aucun credit,proprietaire,cadres,2 personne,avec telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
18,tous les credits de cette banque ont ete rembourses,voiture (nouveau),6458.0,inferieur a 100,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,39.0,banque,proprietaire,cadres,2 personne,avec telephone,credit avec impaye,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),6078.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,32.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
24,credits deja rembourses jusqu'a maintenant,radio / television,7721.0,compte d'epargne inconnu / non,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,assurance-vie,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,non
14,credits deja rembourses jusqu'a maintenant,business,1410.0,comprise entre 500 et 1000,superieur a 7 ans,inferieur a 20%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
6,retard dans le paiement dans le passe,business,1449.0,comprise entre 100 et 500,superieur a 7 ans,inferieur a 20%,homme:divorce/separe,aucun,compris entre 1 et 4 ans,voiture ou autre,31.0,banque,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
15,credits deja rembourses jusqu'a maintenant,vacances,392.0,inferieur a 100,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),6260.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 4 et 7 ans,immobilier,28.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),7855.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,25.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,1680.0,comprise entre 500 et 1000,superieur a 7 ans,compris entre 25% et 35%,homme: marie/veuf,aucun,inferieur a 1 an,immobilier,35.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
42,compte critique /autres credits existants (pas dans cette banque),appareils menagers,3578.0,compte d'epargne inconnu / non,superieur a 7 ans,superieur a 35%,celibataire,aucun,inferieur a 1 an,immobilier,47.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
42,credits deja rembourses jusqu'a maintenant,appareils menagers,7174.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,voiture ou autre,30.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
10,compte critique /autres credits existants (pas dans cette banque),radio / television,2132.0,compte d'epargne inconnu / non,inferieur a 1 an,compris entre 20% et 25%,femme:divorcee/separee/mariee,co-demandeur,compris entre 4 et 7 ans,immobilier,27.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,non
33,compte critique /autres credits existants (pas dans cette banque),radio / television,4281.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,23.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),2366.0,comprise entre 500 et 1000,compris entre 4 et 7 ans,compris entre 25% et 35%,homme:divorce/separe,aucun,compris entre 4 et 7 ans,voiture ou autre,36.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
21,credits deja rembourses jusqu'a maintenant,appareils menagers,1835.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,2 credits,oui
24,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),3868.0,inferieur a 100,superieur a 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,41.0,aucun credit,locataire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,radio / television,1768.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,celibataire,aucun,compris entre 1 et 4 ans,immobilier,24.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
10,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),781.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,63.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,superieur ou egale a 200,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,1924.0,compte d'epargne inconnu / non,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,immobilier,27.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),2121.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,701.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,40.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,education,639.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,30.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),1860.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,34.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
12,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),3499.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,co-demandeur,compris entre 1 et 4 ans,immobilier,29.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,2 credits,oui
42,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7870.5,compte d'epargne inconnu / non,compris entre 4 et 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,24.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,retard dans le paiement dans le passe,vacances,6887.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,29.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,inferieur a 0,1 credit,oui
15,credits deja rembourses jusqu'a maintenant,radio / television,2708.0,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,assurance-vie,27.0,banque,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
